0/1 Knapsack Problem Specification

Total weight capacity	280123

item_index	weight	profit
2393	7.796499	45.983896
2394	51.827027	27.950139
2395	81.311644	0.704886
2396	46.779163	60.583630
2397	81.176472	46.752512
2398	16.859655	0.163475
2399	33.578073	44.757929
2400	18.508713	69.617576
2401	85.417307	86.489262
2402	63.155305	48.316746
2403	98.642443	43.033229
2404	93.120783	73.891109
2405	71.901574	97.322573
2406	90.831845	22.736380
2407	57.403181	45.021531
2408	13.946977	6.807126
2409	29.560868	43.984862
2410	66.936605	80.675165
2411	93.500184	47.467681
2412	90.313629	87.081937
2413	48.873610	14.473464
2414	61.954849	85.089721
2415	42.529234	21.523929
2416	18.574916	95.568308
2417	60.335117	85.905849
2418	59.116005	88.781783
2419	94.591238	28.966112
2420	53.227042	24.198561
2421	76.453004	96.238977
2422	31.285963	66.349438
2423	36.537787	92.657349
2424	0.783292	76.579079
2425	90.294566	54.991751
2426	71.778039	11.610295
2427	84.099123	69.123858
2428	72.281151	18.996727
2429	73.555676	86.508937
2430	96.441372	13.297251
2431	82.576961	26.997893
2432	47.819879	50.069969
2433	17.590852	96.147853
2434	98.017549	23.420233
2435	45.542495	20.222704
2436	73.003054	8.121897
2437	99.018890	55.907543
2438	92.765798	14.007898
2439	6.327734	77.403105
2440	48.301936	29.145658
2441	79.135877	96.131496
2442	7.732458	46.309627
2443	41.696791	82.061246
2444	90.274265	2.719594
2445	47.741793	50.452438
2446	65.472363	19.304264
2447	87.489552	53.531762
2448	1.126364	10.760532
2449	64.642654	40.317630
2450	31.782504	67.849597
2451	7.190484	38.409072
2452	94.695126	91.593097
2453	51.084297	40.796593
2454	10.342040	98.091917
2455	45.410293	76.333092
2456	67.185527	77.609654
2457	95.910683	84.347397
2458	80.201938	80.939635
2459	39.713236	25.680234
2460	77.118988	89.030536
2461	49.247217	70.205808
2462	36.446262	67.737617
2463	28.103825	37.874956
2464	69.349437	92.045877
2465	14.447303	78.318594
2466	15.882615	54.577461
2467	15.986771	81.971955
2468	6.093429	35.219888
2469	23.162242	58.124835
2470	50.490848	32.298584
2471	62.721659	9.194627
2472	14.335902	99.648580
2473	16.996179	5.068868
2474	62.647328	34.374024
2475	69.603273	49.976295
2476	41.284847	29.539496
2477	29.839235	38.847367
2478	57.154673	37.544939
2479	65.492581	49.645738
2480	7.967207	29.695366
2481	61.755767	66.120129
2482	17.296257	85.957300
2483	60.900356	76.766240
2484	0.364346	82.344665
2485	71.228826	49.280902
2486	77.898828	44.676860
2487	53.490341	21.465487
2488	29.632545	17.014548
2489	49.010387	64.554310
2490	37.283545	2.828654
2491	0.788750	63.444533
2492	3.246379	19.566024
2493	93.363085	28.816460
2494	9.441897	10.575388
2495	88.630999	75.548812
2496	14.482319	93.929967
2497	25.593631	34.261623
2498	94.221625	50.158049
2499	95.319793	84.853813
2500	96.835938	30.758072
2501	75.498308	35.202077
2502	80.991950	86.345193
2503	68.806820	65.528958
2504	42.509381	68.127648
2505	47.308614	20.758982
2506	34.711749	95.380052
2507	71.865208	90.706476
2508	33.380204	50.734087
2509	34.108983	65.760737
2510	64.019816	26.598301
2511	56.114111	91.421570
2512	0.656053	52.958017
2513	30.291276	77.795033
2514	65.082758	66.636812
2515	82.066022	6.900559
2516	20.924126	5.721116
2517	77.649610	60.049020
2518	77.064781	55.728566
2519	56.166616	76.420464
2520	30.096209	50.947789
2521	76.991451	74.644160
2522	76.682531	31.028984
2523	26.469600	40.656580
2524	23.698363	42.864002
2525	42.300876	57.648639
2526	53.889566	69.204475
2527	82.949959	80.153466
2528	36.905337	69.518644
2529	25.630908	35.248556
2530	54.981254	57.373105
2531	15.348099	40.055488
2532	5.872650	76.708721
2533	53.698594	75.865596
2534	40.388159	55.893550
2535	29.241395	28.553271
2536	12.961019	49.951174
2537	30.833581	24.092512
2538	32.656383	62.534740
2539	62.129080	95.822731
2540	97.527349	23.337947
2541	51.477039	75.381024
2542	7.010578	33.146482
2543	40.080004	78.991811
2544	99.432458	39.925394
2545	81.179269	66.693240
2546	51.923044	72.249560
2547	45.977738	35.519771
2548	13.431725	67.616607
2549	80.631740	39.075625
2550	98.026397	84.527508
2551	53.785427	28.034060
2552	39.895411	92.604495
2553	64.752091	86.226915
2554	50.799397	39.559998
2555	68.938904	6.522753
2556	98.387039	22.599710
2557	3.840229	98.068874
2558	56.942969	97.171117
2559	45.146331	90.129173
2560	52.465257	50.499050
2561	65.517248	90.661975
2562	20.140688	25.594857
2563	20.458288	59.504495
2564	55.662182	94.934758
2565	56.701103	85.031520
2566	76.163832	23.335691
2567	9.905773	3.938410
2568	15.027070	4.674963
2569	54.576965	52.061783
2570	63.050646	16.440785
2571	59.629712	6.105523
2572	53.819771	48.419414
2573	46.658403	2.379100
2574	43.099916	88.792287
2575	20.247299	4.368733
2576	47.593910	81.927796
2577	23.069998	48.482059
2578	10.023213	60.932584
2579	91.297020	9.663646
2580	61.567960	8.627111
2581	27.174527	68.096407
2582	26.027346	84.759049
2583	22.842912	68.942902
2584	49.381212	44.546823
2585	79.235189	29.967356
2586	31.923496	99.119052
2587	56.737852	94.753845
2588	35.814081	6.225655
2589	36.964040	0.360798
2590	54.383991	73.516656
2591	58.991640	45.358352
2592	9.036898	54.109389
2593	61.156911	85.121698
2594	29.042538	24.239454
2595	69.435127	28.414823
2596	78.569382	8.735338
2597	60.637766	34.261960
2598	17.031997	16.436552
2599	77.991678	83.773537
2600	36.666900	0.761314
2601	40.130708	55.836537
2602	51.382725	67.215371
2603	75.848980	4.787480
2604	6.132433	52.420120
2605	53.846550	26.833728
2606	39.003654	93.999294
2607	19.134126	75.457715
2608	38.892189	25.873054
2609	48.960632	39.823189
2610	54.562632	80.762451
2611	35.141196	56.349129
2612	82.830313	12.999407
2613	9.926528	62.293936
2614	99.384815	60.213905
2615	70.920850	77.288417
2616	71.588955	14.639527
2617	46.435816	29.665099
2618	56.847430	32.257366
2619	42.906263	23.142390
2620	51.619186	5.750463
2621	12.544411	41.146628
2622	82.385512	29.813131
2623	12.993619	50.659205
2624	77.685161	65.230799
2625	23.186061	69.614240
2626	37.135182	21.619626
2627	61.138238	53.094548
2628	30.286607	50.204458
2629	24.761873	35.524140
2630	40.317902	64.954940
2631	52.039497	77.522543
2632	9.899029	45.728166
2633	2.374260	32.839712
2634	36.783496	30.668838
2635	61.617388	96.638357
2636	80.069362	51.025521
2637	92.917864	94.935695
2638	15.686650	77.903060
2639	58.816083	78.754941
2640	42.533344	3.730795
2641	80.920564	50.076230
2642	42.247923	19.250488
2643	52.624282	18.379696
2644	93.834632	99.854385
2645	70.258583	98.095718
2646	75.312645	42.810627
2647	12.042445	20.533883
2648	39.066824	10.992566
2649	20.301165	19.261639
2650	42.833279	2.170559
2651	32.463665	2.477834
2652	97.039228	36.146979
2653	65.098360	45.977991
2654	15.326398	89.282853
2655	65.256309	30.795519
2656	99.689464	24.678731
2657	64.039098	55.729931
2658	21.849371	89.173283
2659	69.074068	75.247667
2660	16.127507	62.349431
2661	8.884032	58.341098
2662	23.604719	84.745611
2663	73.165649	50.780998
2664	62.946245	15.324085
2665	73.405264	97.297507
2666	6.143552	88.170903
2667	94.657301	64.193865
2668	75.823681	10.594641
2669	85.595749	93.276568
2670	66.663567	7.773853
2671	46.889465	22.714881
2672	67.329477	35.532086
2673	88.503042	18.307133
2674	49.898672	24.482186
2675	68.894588	33.999412
2676	22.697542	34.513232
2677	40.666183	14.809394
2678	85.370749	82.876155
2679	48.686064	27.826649
2680	29.107141	54.658689
2681	98.069455	46.410522
2682	97.904158	93.694642
2683	78.689728	75.131539
2684	34.437995	12.639744
2685	91.849311	73.401473
2686	35.981591	81.464704
2687	65.802144	0.678744
2688	27.672120	14.789557
2689	32.133195	1.465851
2690	32.493079	28.319890
2691	78.282810	1.355205
2692	89.332740	62.941800
2693	51.733541	94.338640
2694	63.500855	78.304220
2695	10.233546	1.853639
2696	42.890380	54.802217
2697	77.020805	18.872123
2698	59.965195	29.408872
2699	24.385911	71.261040
2700	82.657599	7.169843
2701	62.705944	79.974449
2702	15.677091	23.091908
2703	6.634020	10.325965
2704	51.492733	11.959164
2705	10.819730	28.502559
2706	53.105778	96.121702
2707	56.328150	23.506983
2708	33.639947	54.776970
2709	58.341548	35.049968
2710	41.035190	57.727762
2711	14.475365	71.512335
2712	28.870290	17.903197
2713	92.788590	22.331681
2714	24.111605	12.238077
2715	58.589322	30.668536
2716	47.755707	66.661744
2717	82.039933	63.960468
2718	44.092369	7.445107
2719	9.132517	55.893763
2720	50.892161	17.489160
2721	79.560187	40.897138
2722	32.898570	5.286921
2723	25.350214	5.895176
2724	8.294446	71.032234
2725	17.546211	11.960120
2726	28.358639	92.617311
2727	74.229531	62.479852
2728	57.863206	48.523759
2729	63.162500	13.382912
2730	29.770126	98.781730
2731	99.928249	84.084309
2732	55.512864	12.522568
2733	23.357457	89.699984
2734	95.692582	48.798939
2735	80.371650	94.847439
2736	25.157872	60.363530
2737	61.041687	40.141690
2738	46.469373	58.458780
2739	95.761315	75.973904
2740	14.996018	2.460079
2741	35.526560	6.245068
2742	87.467922	44.271147
2743	8.220311	97.392388
2744	61.959021	33.009273
2745	28.498187	49.365335
2746	66.141458	23.376163
2747	49.749770	38.012136
2748	53.241680	67.532023
2749	68.402960	15.034893
2750	4.791452	50.902716
2751	7.003913	93.817198
2752	34.703595	5.667887
2753	96.571324	1.121210
2754	22.505644	40.154917
2755	58.096854	46.011424
2756	8.616046	31.408149
2757	32.307032	23.326037
2758	75.650975	3.233080
2759	75.860876	97.553082
2760	79.285315	68.168447
2761	89.120935	64.669515
2762	77.937868	62.923700
2763	30.390805	28.755857
2764	10.701363	77.224328
2765	73.378995	42.883244
2766	6.746190	9.368054
2767	67.843533	13.741974
2768	71.139422	89.331516
2769	13.392359	92.323208
2770	96.477012	83.501778
2771	26.349985	76.920295
2772	36.633507	26.875565
2773	53.372760	76.167192
2774	2.763470	70.442321
2775	46.654489	38.495501
2776	90.362802	5.456078
2777	18.672664	77.809551
2778	90.265382	52.355199
2779	32.092391	25.590850
2780	27.661780	65.352992
2781	92.693292	96.364030
2782	13.867688	64.804853
2783	5.336601	5.700763
2784	1.991823	36.610566
2785	54.591337	71.707790
2786	67.568945	64.407733
2787	99.191241	21.285284
2788	36.334129	21.223036
2789	10.892268	10.294172
2790	37.223140	43.566795
2791	27.631787	60.890740
2792	70.380289	12.036041
2793	16.388262	64.895637
2794	89.345874	72.381200
2795	6.235808	97.269867
2796	43.629581	60.548007
2797	27.594995	36.829723
2798	30.645431	56.582323
2799	44.108896	69.929042
2800	43.839619	9.125416
2801	68.753633	44.280242
2802	77.291103	68.443398
2803	6.492092	84.343935
2804	14.531735	7.002656
2805	66.566546	84.825079
2806	0.736346	7.439418
2807	21.600767	60.764518
2808	22.958965	91.250401
2809	16.869300	92.132617
2810	78.928181	39.151074
2811	87.695089	0.055523
2812	59.984200	42.642827
2813	86.075134	75.975107
2814	9.210776	74.618881
2815	55.034344	74.267502
2816	59.303127	42.266807
2817	65.434523	43.792756
2818	40.553753	33.521975
2819	38.080509	72.666523
2820	52.146285	37.741769
2821	25.594684	15.197856
2822	5.792625	82.705025
2823	54.503588	88.363426
2824	48.333260	31.179402
2825	84.384728	96.491577
2826	37.208318	47.949495
2827	92.141705	88.166086
2828	44.153977	5.198980
2829	78.859323	89.391099
2830	27.716236	54.078959
2831	89.191918	36.702648
2832	25.305390	6.641052
2833	69.568241	73.875155
2834	94.671747	8.970634
2835	48.007798	98.189910
2836	8.503125	78.244383
2837	32.181694	10.860220
2838	80.418906	74.331880
2839	36.752182	96.506761
2840	85.891000	5.519361
2841	76.319544	78.454705
2842	17.018264	16.549122
2843	23.391061	46.311373
2844	75.581952	57.042793
2845	23.270160	14.639490
2846	76.916083	56.737521
2847	36.224865	46.909180
2848	90.013863	3.485081
2849	20.835188	1.281045
2850	26.914994	93.573241
2851	42.052212	4.583485
2852	55.282825	46.600152
2853	53.329391	87.037117
2854	61.841879	55.626295
2855	47.884058	21.536029
2856	85.885032	12.946994
2857	62.109434	13.339621
2858	21.727265	52.764284
2859	95.697601	37.588331
2860	11.284720	22.099179
2861	0.241633	56.944278
2862	68.878424	62.865269
2863	49.805205	55.266103
2864	6.586775	38.273451
2865	78.857376	53.158224
2866	18.288938	21.644200
2867	62.463831	63.165091
2868	48.835911	76.738559
2869	93.314964	88.353167
2870	3.581186	0.110874
2871	46.656626	22.065884
2872	3.234904	60.187129
2873	79.299515	40.822709
2874	71.461406	94.951151
2875	50.488659	98.630523
2876	75.364149	20.795570
2877	92.610655	98.051745
2878	72.877352	21.505723
2879	54.443401	54.305421
2880	76.756492	30.765085
2881	65.283676	94.582000
2882	81.178874	97.264943
2883	69.145960	34.973296
2884	74.367726	15.537520
2885	79.734012	22.112420
2886	16.674144	63.294648
2887	5.712970	46.493305
2888	38.471949	50.470415
2889	67.454192	75.045854
2890	59.703386	61.375266
2891	39.138710	11.838430
2892	22.155544	16.681448
2893	40.554998	83.527810
2894	92.508081	3.785417
2895	94.782615	75.729229
2896	24.174399	3.916571
2897	60.234773	50.465706
2898	85.271889	61.973694
2899	41.794191	74.794233
2900	38.348369	64.432228
2901	94.950030	84.021889
2902	37.511888	12.276795
2903	1.019952	47.818021
2904	76.836814	52.665482
2905	49.430748	31.891290
2906	27.111446	28.223647
2907	95.086568	64.544552
2908	26.643226	60.336877
2909	2.526278	67.403342
2910	82.572957	91.683076
2911	72.425433	52.748089
2912	83.397951	25.338233
2913	32.283788	39.723436
2914	17.674958	51.425070
2915	22.119673	12.630677
2916	48.857762	60.948774
2917	79.137823	99.941539
2918	19.231586	68.855523
2919	85.450799	28.921294
2920	94.532576	46.561424
2921	46.954569	57.262467
2922	65.796777	64.881673
2923	38.680686	44.704895
2924	59.044170	50.185461
2925	0.644770	28.897469
2926	60.812717	35.800130
2927	75.433591	88.832188
2928	26.369253	88.193277
2929	59.458918	78.378814
2930	22.891211	42.404282
2931	58.606029	94.804311
2932	6.110864	23.583536
2933	96.205912	81.154335
2934	40.222440	15.326999
2935	94.489611	22.352163
2936	58.460436	60.678785
2937	95.580418	22.893290
2938	43.936575	8.039808
2939	98.232528	78.519852
2940	2.274802	92.949304
2941	10.017227	96.859475
2942	95.122109	59.441810
2943	1.104954	83.819936
2944	3.920920	72.288019
2945	85.869032	84.954164
2946	24.884579	51.492356
2947	59.916238	95.011613
2948	3.816954	28.170053
2949	1.312393	56.378455
2950	93.944737	51.083803
2951	55.931519	0.814486
2952	94.360606	94.688462
2953	33.458987	6.001308
2954	66.580207	55.116950
2955	4.272403	51.112566
2956	8.536318	83.156302
2957	41.275102	57.501738
2958	39.632273	70.166234
2959	21.102868	29.796901
2960	2.569013	69.567584
2961	56.831447	89.248214
2962	75.876379	10.664530
2963	61.226057	68.507416
2964	69.472811	62.253649
2965	9.722317	42.856362
2966	36.499004	60.382065
2967	72.498922	7.265625
2968	97.490534	30.274423
2969	28.996728	19.855032
2970	69.091014	80.551919
2971	47.740609	27.739195
2972	13.329250	4.459055
2973	88.174235	17.818703
2974	23.190023	67.473001
2975	84.854093	35.475223
2976	21.072727	96.589451
2977	33.684776	78.775867
2978	91.055540	75.366238
2979	4.651560	44.547961
2980	23.826554	72.044120
2981	39.457710	78.464285
2982	89.102189	15.252073
2983	96.463253	85.204124
2984	32.188787	53.945230
2985	33.571539	55.704612
2986	48.639229	74.641902
2987	11.531815	58.065699
2988	76.508875	90.080749
2989	24.277531	71.242956
2990	38.810295	13.748596
2991	10.515778	72.457940
2992	60.294048	33.791366
2993	73.034938	52.503176
2994	4.539667	65.433530
2995	27.067120	81.607731
2996	12.581693	96.328622
2997	13.239435	76.655330
2998	11.608553	55.909267
2999	87.523786	21.321584
3000	34.672541	41.373329
3001	2.249726	5.932319
3002	1.503447	57.755076
3003	10.510557	32.843419
3004	36.639002	34.625841
3005	44.923878	85.322371
3006	16.240869	35.410509
3007	3.239452	5.326620
3008	32.377781	60.335767
3009	54.277995	74.813394
3010	39.041629	62.164072
3011	73.184727	20.160241
3012	21.804836	12.777785
3013	57.524685	22.091111
3014	61.899135	0.336829
3015	2.086160	26.236352
3016	54.465710	51.697825
3017	93.069832	40.882371
3018	27.361518	44.763928
3019	41.507965	63.286101
3020	26.593582	99.881161
3021	30.189153	76.381579
3022	62.996605	85.634702
3023	67.956154	41.983795
3024	68.523231	59.337422
3025	32.071823	3.252273
3026	23.946353	67.562785
3027	27.676069	29.840750
3028	72.093091	74.072670
3029	29.089701	12.637198
3030	46.521387	51.816717
3031	21.999554	11.089223
3032	2.867493	50.470671
3033	82.043331	91.829361
3034	37.420364	24.706311
3035	68.833720	24.703744
3036	25.062706	77.537378
3037	21.074072	30.027894
3038	72.160167	36.740969
3039	72.792705	62.671644
3040	85.522838	80.752468
3041	73.389317	86.607206
3042	52.519856	54.348564
3043	79.838986	9.604398
3044	45.771013	43.281217
3045	99.798322	66.192919
3046	28.961727	47.552448
3047	74.409596	83.834219
3048	69.514772	78.896274
3049	14.184798	62.682992
3050	55.021726	29.019799
3051	58.452106	52.892866
3052	79.706701	53.554660
3053	28.017955	51.020073
3054	70.926895	65.373676
3055	71.438660	34.036676
3056	71.630761	89.403822
3057	7.823297	85.196541
3058	10.243048	8.964277
3059	26.505773	32.281273
3060	98.426336	86.307257
3061	23.044938	8.911778
3062	68.803162	26.022721
3063	18.649452	79.806159
3064	37.507272	74.885823
3065	52.866822	39.753908
3066	79.362426	12.563284
3067	1.747223	20.667739
3068	33.157260	45.646304
3069	49.651167	18.832613
3070	1.086483	90.566495
3071	91.971395	46.657893
3072	88.361742	89.869424
3073	93.536284	79.835697
3074	99.350264	44.237560
3075	1.836516	46.559845
3076	13.761330	68.231414
3077	64.420536	16.996878
3078	18.249756	40.441461
3079	54.109245	82.343616
3080	43.460951	6.223931
3081	22.104540	6.928326
3082	11.103505	43.153217
3083	30.576318	63.906032
3084	45.411581	52.451163
3085	20.623542	59.030251
3086	2.798570	79.730744
3087	13.503090	88.600059
3088	67.278603	38.810112
3089	18.728676	21.207636
3090	59.144153	29.789288
3091	78.564873	65.911353
3092	39.765647	33.404871
3093	93.029959	44.413369
3094	46.459744	42.228786
3095	18.305481	45.197919
3096	94.212154	15.228885
3097	58.486581	36.724583
3098	38.570696	99.392619
3099	3.103293	63.013754
3100	59.736569	0.123572
3101	50.511848	9.574624
3102	91.920065	88.963818
3103	29.002597	55.543545
3104	61.293867	7.873719
3105	27.771295	41.620063
3106	99.659130	37.089364
3107	16.573165	5.284604
3108	11.991664	66.643802
3109	90.439743	93.569955
3110	97.420205	28.730878
3111	56.854625	17.094686
3112	66.457638	61.299300
3113	24.005609	45.152130
3114	79.280279	36.618090
3115	33.328507	75.693688
3116	52.574606	87.010380
3117	50.275104	68.131562
3118	26.804573	27.339939
3119	83.437720	63.560098
3120	31.261957	2.540997
3121	26.868483	65.257898
3122	44.037266	71.217362
3123	31.814209	61.434860
3124	97.739474	76.521793
3125	10.944271	50.224541
3126	75.499951	29.677740
3127	53.691829	17.036429
3128	5.454670	81.317154
3129	42.790685	38.771996
3130	96.074723	19.835468
3131	18.698288	61.890276
3132	59.600861	93.409165
3133	37.820941	8.522819
3134	17.228460	74.772940
3135	57.259827	69.995934
3136	23.864101	87.304250
3137	87.176760	98.003122
3138	40.079453	39.470532
3139	99.924661	81.360942
3140	46.547749	87.123846
3141	72.500651	88.609668
3142	88.168469	4.417063
3143	43.168912	36.047470
3144	72.251300	37.158819
3145	31.712884	3.169151
3146	1.892324	24.234556
3147	59.214341	35.618085
3148	31.846036	4.465528
3149	76.710049	77.309237
3150	73.127248	98.349907
3151	74.280561	50.937663
3152	30.957874	29.880344
3153	38.410618	13.802897
3154	16.960345	63.442013
3155	78.763731	57.168900
3156	10.607231	59.183936
3157	48.883536	54.820206
3158	97.581960	28.650277
3159	31.278678	77.494300
3160	45.381614	53.114606
3161	85.597816	37.030941
3162	67.840557	70.369898
3163	13.354809	60.101852
3164	34.328912	98.767593
3165	94.728706	58.039694
3166	22.302536	98.333707
3167	97.006982	79.203975
3168	58.496407	68.450283
3169	51.686757	45.673128
3170	54.755128	57.663711
3171	60.361649	36.504085
3172	93.194643	76.597826
3173	23.758352	27.669236
3174	83.142488	13.069811
3175	82.303023	77.801351
3176	54.909595	46.311795
3177	89.090255	32.950047
3178	69.561028	0.968766
3179	19.715430	49.536259
3180	57.226961	76.776306
3181	47.576145	15.947766
3182	43.940595	40.642555
3183	13.838833	60.290503
3184	98.700944	16.390353
3185	92.510471	47.197025
3186	5.218019	92.282444
3187	43.445516	98.273607
3188	65.288297	44.001819
3189	95.773075	45.610914
3190	91.210579	67.022635
3191	7.500456	96.259007
3192	10.982705	45.762844
3193	1.050359	95.593922
3194	1.042356	60.797679
3195	51.396864	91.307834
3196	14.917780	49.571957
3197	2.995874	25.856427
3198	55.537200	91.796393
3199	61.171291	33.298338
3200	77.953794	24.883715
3201	99.382700	20.800860
3202	7.651853	7.603442
3203	58.744860	70.397594
3204	67.186443	6.198815
3205	69.844923	73.928724
3206	16.383760	88.152607
3207	66.460020	57.938148
3208	76.329936	75.213362
3209	68.086706	87.555061
3210	47.762938	38.237297
3211	61.522178	6.648652
3212	34.681087	46.542766
3213	9.395425	36.500419
3214	59.579685	24.202779
3215	69.450241	53.838374
3216	82.218052	10.073165
3217	75.991075	84.389749
3218	25.101347	76.074577
3219	92.472585	79.156865
3220	86.987412	75.873474
3221	90.188196	87.856271
3222	32.798813	72.910610
3223	6.442054	15.573919
3224	91.180964	49.988063
3225	72.054710	30.556207
3226	0.333870	67.790876
3227	13.476649	74.074620
3228	11.792476	77.368913
3229	29.259633	4.235468
3230	1.165644	57.451271
3231	98.205728	3.547363
3232	41.939270	18.162305
3233	18.834944	70.847100
3234	44.909967	62.973855
3235	48.012158	70.538256
3236	63.656055	69.331747
3237	49.032359	83.747927
3238	30.257916	95.546492
3239	25.949915	97.695057
3240	47.435776	58.748651
3241	87.244929	58.581198
3242	69.869778	43.409068
3243	34.305525	52.923857
3244	64.139335	31.629525
3245	7.683712	47.659942
3246	18.347429	43.902512
3247	38.086990	75.254829
3248	96.753637	45.324755
3249	70.568914	93.022026
3250	30.987884	86.157247
3251	4.789079	84.768503
3252	53.522968	87.689234
3253	43.985659	6.671941
3254	49.828559	93.299109
3255	99.525364	18.934746
3256	39.810551	35.258845
3257	94.710312	42.744667
3258	33.294184	2.746510
3259	28.773246	83.623200
3260	71.190052	72.904850
3261	12.971016	15.317844
3262	23.981133	98.769688
3263	24.458208	63.313257
3264	99.633929	7.661478
3265	57.623088	16.295686
3266	85.681562	37.068890
3267	34.312517	2.236171
3268	51.813160	44.889357
3269	4.309990	22.102752
3270	43.662526	14.213013
3271	62.663774	57.841771
3272	48.456359	67.940008
3273	19.916502	93.500789
3274	92.992989	84.964964
3275	17.136781	88.093354
3276	2.100530	30.248707
3277	88.268736	72.702065
3278	25.114943	30.196693
3279	90.282849	35.859598
3280	53.638508	24.198926
3281	17.375867	56.440254
3282	39.916301	49.361902
3283	94.351391	52.064524
3284	0.760329	24.020097
3285	47.675925	45.102074
3286	97.359444	18.500499
3287	70.684389	14.232620
3288	91.933369	68.430933
3289	39.720362	11.679020
3290	33.121453	16.265926
3291	41.099281	84.888748
3292	79.880854	95.726535
3293	11.854649	66.510085
3294	33.586311	64.036045
3295	55.116976	99.811695
3296	30.341682	85.486228
3297	41.384122	61.704829
3298	45.107761	16.095035
3299	31.308989	31.545768
3300	63.465800	5.526139
3301	25.027588	37.581729
3302	79.019481	23.028566
3303	97.826663	86.806508
3304	69.443664	89.551248
3305	91.043572	24.021796
3306	67.889629	6.915506
3307	57.222291	89.500602
3308	31.268473	93.726050
3309	14.420364	3.865722
3310	63.963161	22.321372
3311	87.198974	89.450824
3312	13.134017	60.728045
3313	23.161436	43.533665
3314	80.955104	14.678261
3315	38.332872	14.057967
3316	66.509016	47.035431
3317	12.125482	99.222166
3318	69.542506	50.168640
3319	86.285109	78.883697
3320	29.087377	93.562455
3321	79.421913	96.482506
3322	88.438372	37.052477
3323	47.572248	67.068582
3324	94.725125	66.480630
3325	71.075947	16.751569
3326	61.023396	52.280443
3327	66.641748	21.714334
3328	79.242796	40.674661
3329	71.071115	25.866165
3330	28.551942	12.070978
3331	85.768876	18.697331
3332	96.853459	52.800337
3333	95.981127	78.320818
3334	22.278160	74.379098
3335	50.038512	8.858979
3336	31.718080	68.279756
3337	38.908909	28.953830
3338	4.463368	59.707975
3339	29.584669	94.684760
3340	87.388087	79.866712
3341	95.223194	12.631341
3342	2.239890	59.102679
3343	2.601000	9.207474
3344	89.781307	35.214032
3345	63.903760	88.835211
3346	49.875966	3.540129
3347	31.087540	47.579412
3348	88.864404	18.765898
3349	37.593867	60.627936
3350	69.565956	99.585953
3351	39.792156	39.867532
3352	76.492553	98.443550
3353	14.327071	46.380679
3354	81.561965	12.232140
3355	3.861886	90.306939
3356	68.354582	7.970144
3357	70.571428	56.631518
3358	24.644978	15.179838
3359	95.892160	98.013810
3360	11.022529	65.873893
3361	12.675885	77.872722
3362	27.645270	41.833758
3363	19.019630	53.548636
3364	60.038210	69.334188
3365	16.421066	55.463235
3366	40.764143	51.536616
3367	92.157708	37.613740
3368	66.309993	74.905379
3369	43.017746	11.605597
3370	17.200603	8.622011
3371	99.046203	36.950098
3372	3.510892	59.043900
3373	29.454407	64.712002
3374	18.271687	66.353719
3375	87.673044	83.010590
3376	25.827141	33.108266
3377	2.751261	44.987583
3378	42.036849	72.501463
3379	45.010965	22.557520
3380	30.943783	5.846819
3381	58.216273	90.718631
3382	65.326576	31.740351
3383	72.818436	28.705991
3384	88.951353	97.614956
3385	16.867508	70.704969
3386	53.611109	62.630417
3387	79.401689	39.032199
3388	13.440512	27.321183
3389	12.597117	33.923791
3390	48.815043	53.279173
3391	4.229473	22.371661
3392	75.046111	75.753024
3393	98.642936	54.330637
3394	35.595965	65.050943
3395	17.568365	62.935003
3396	86.701185	14.789934
3397	20.025609	61.632793
3398	80.256513	52.265951
3399	3.083259	9.479870
3400	1.606878	59.894427
3401	85.471722	70.813454
3402	61.887862	3.749713
3403	93.437193	29.072587
3404	40.877965	14.235858
3405	44.214478	47.616456
3406	31.061811	2.371047
3407	83.206872	54.683370
3408	85.890549	98.428446
3409	96.665831	55.897351
3410	72.175583	74.293725
3411	21.168078	67.196718
3412	7.833368	89.085436
3413	97.539933	16.238633
3414	68.642624	47.412993
3415	76.307502	54.362653
3416	84.907025	79.408260
3417	39.295896	35.275712
3418	95.188100	50.436054
3419	69.498518	76.947461
3420	84.547354	37.513224
3421	55.841119	34.487587
3422	97.655972	25.747837
3423	3.500642	54.876790
3424	43.024934	53.070038
3425	21.207762	47.083316
3426	4.428119	16.230941
3427	31.263471	8.260844
3428	57.226383	53.086817
3429	2.793110	52.482133
3430	35.601942	84.982346
3431	6.250739	21.297324
3432	35.625732	37.416637
3433	38.525097	83.338356
3434	38.631363	83.841063
3435	84.322640	57.952909
3436	37.106648	94.518061
3437	24.536718	22.027668
3438	91.293111	72.222684
3439	51.142509	61.070975
3440	86.398707	20.240703
3441	41.747675	18.365560
3442	1.860073	63.437264
3443	48.830358	92.770702
3444	25.850595	30.616931
3445	3.210515	47.890034
3446	73.359135	66.074421
3447	83.264808	65.708854
3448	96.990076	35.863187
3449	4.688716	13.741335
3450	97.588825	66.191251
3451	57.033354	1.779126
3452	83.114965	13.116259
3453	57.514266	52.680038
3454	87.335373	15.524762
3455	8.919313	3.660594
3456	7.529654	24.057805
3457	21.821016	87.177419
3458	66.683014	24.338109
3459	35.593837	79.464542
3460	6.133555	87.153016
3461	2.371562	53.789541
3462	41.471226	90.200933
3463	70.219025	55.672837
3464	30.545556	43.813031
3465	87.257769	44.099164
3466	21.548985	97.156394
